instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,tempkelvin,atemp,hum,heatindex,windspeed,casual,registered,cnt,logcnt
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,279.71,0.1667,0.47,0.284,0.1642,3,92,95,4.564
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,279.71,0.1667,0.5,0.296,0.1642,1,73,74,4.317
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,278.89,0.1364,0.59,0.32,0.194,1,37,38,3.664
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,278.89,0.1515,0.59,0.32,0.1642,2,22,24,3.219
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,278.89,0.1515,0.59,0.32,0.1642,0,18,18,2.944
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,278.89,0.1667,0.59,0.32,0.1045,2,10,12,2.565
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,278.89,0.1515,0.59,0.32,0.1642,0,3,3,1.386
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,279.71,0.1515,0.55,0.316,0.194,0,3,3,1.386
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,279.71,0.1818,0.55,0.316,0.1343,0,6,6,1.946
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,279.71,0.1818,0.55,0.316,0.1343,0,27,27,3.332
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,279.71,0.2273,0.55,0.316,0.0,2,97,99,4.605
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,280.53,0.2121,0.51,0.312,0.0896,3,214,217,5.384
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,280.53,0.197,0.51,0.312,0.1642,3,127,130,4.875
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,281.35,0.2121,0.51,0.324,0.1642,3,51,54,4.007
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,281.35,0.2121,0.47,0.308,0.1343,4,31,35,3.584
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,281.35,0.2273,0.51,0.324,0.1045,2,55,57,4.06
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,281.35,0.2273,0.59,0.356,0.0896,6,46,52,3.97
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,281.35,0.2273,0.59,0.356,0.0896,3,60,63,4.159
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,279.71,0.197,0.8,0.416,0.0896,2,45,47,3.871
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,279.71,0.1515,0.86,0.44,0.2239,4,72,76,4.344
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,279.71,0.1515,0.86,0.44,0.2239,6,130,136,4.92
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,279.71,0.1818,0.93,0.468,0.1045,1,94,95,4.564
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,279.71,0.2273,0.93,0.468,0.0,0,51,51,3.951
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,279.71,0.1515,0.93,0.468,0.194,0,32,32,3.497
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,279.71,0.197,0.86,0.44,0.0896,0,20,20,3.045
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,279.71,0.1818,0.93,0.468,0.1045,1,28,29,3.401
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,279.71,0.197,0.93,0.468,0.0896,1,18,19,2.996
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,279.71,0.197,0.86,0.44,0.0896,0,7,7,2.079
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,279.71,0.1818,0.86,0.44,0.1045,0,6,6,1.946
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,278.89,0.1515,0.86,0.428,0.1343,0,1,1,0.693
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,278.89,0.1515,0.86,0.428,0.1642,0,5,5,1.792
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,278.07,0.1515,0.93,0.444,0.1343,0,16,16,2.833
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,278.89,0.1515,0.69,0.36,0.1343,0,54,54,4.007
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,279.71,0.1667,0.59,0.332,0.1642,3,125,128,4.86
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,279.71,0.1364,0.59,0.332,0.3284,3,78,81,4.407
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,280.53,0.1818,0.55,0.328,0.2239,0,39,39,3.689
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,281.35,0.1818,0.51,0.324,0.3881,3,32,35,3.584
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,281.35,0.1515,0.47,0.308,0.5821,3,52,55,4.025
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,282.17,0.197,0.44,0.308,0.3582,0,49,49,3.912
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,281.35,0.1818,0.47,0.308,0.3284,0,44,44,3.807
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,281.35,0.1667,0.47,0.308,0.4179,1,48,49,3.912
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,282.17,0.197,0.44,0.308,0.3284,5,63,68,4.234
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,281.35,0.1818,0.47,0.308,0.3582,0,139,139,4.942
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,281.35,0.1515,0.47,0.308,0.5224,2,135,137,4.927
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,280.53,0.1515,0.47,0.296,0.4179,1,82,83,4.431
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,279.71,0.1364,0.5,0.296,0.3284,2,54,56,4.043
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,279.71,0.1364,0.55,0.316,0.3284,0,57,57,4.06
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,279.71,0.1212,0.55,0.316,0.4478,1,32,33,3.526
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,278.89,0.1061,0.59,0.32,0.4179,1,19,20,3.045
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,278.89,0.1212,0.59,0.32,0.2836,1,6,7,2.079
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,278.89,0.1212,0.5,0.284,0.2836,0,2,2,1.099
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,278.89,0.1212,0.5,0.284,0.3582,0,2,2,1.099
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,278.89,0.1212,0.5,0.284,0.3284,0,3,3,1.386
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,278.89,0.1212,0.5,0.284,0.2537,0,4,4,1.609
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,278.89,0.1212,0.5,0.284,0.2985,0,3,3,1.386
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,278.07,0.1515,0.54,0.288,0.1343,0,28,28,3.367
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,278.07,0.1515,0.54,0.288,0.1343,0,72,72,4.29
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,278.89,0.1364,0.5,0.284,0.194,5,197,202,5.313
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,278.89,0.1212,0.5,0.284,0.3284,2,137,139,4.942
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,279.71,0.1364,0.5,0.296,0.3582,2,36,38,3.664
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,281.35,0.1667,0.44,0.296,0.4478,4,33,37,3.638
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,281.35,0.1667,0.44,0.296,0.4179,3,49,52,3.97
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,282.17,0.197,0.41,0.296,0.4478,2,81,83,4.431
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,282.17,0.197,0.41,0.296,0.3881,3,39,42,3.761
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,282.99,0.2121,0.38,0.296,0.2985,5,55,60,4.111
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,282.99,0.2121,0.38,0.296,0.3582,2,76,78,4.369
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,281.35,0.1818,0.4,0.28,0.2836,4,158,162,5.094
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,281.35,0.1818,0.4,0.28,0.3284,3,141,144,4.977
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,279.71,0.1515,0.47,0.284,0.2537,1,98,99,4.605
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,279.71,0.1515,0.47,0.284,0.2239,0,64,64,4.174
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,278.89,0.1212,0.46,0.268,0.2985,0,40,40,3.714
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,278.89,0.1212,0.46,0.268,0.3284,0,30,30,3.434
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,278.07,0.1364,0.5,0.272,0.194,1,14,15,2.773
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,278.07,0.1364,0.5,0.272,0.194,0,14,14,2.708
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,277.25,0.1212,0.54,0.276,0.1642,0,5,5,1.792
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,277.25,0.1212,0.54,0.276,0.1343,0,1,1,0.693
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,277.25,0.1364,0.54,0.276,0.1045,0,1,1,0.693
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,277.25,0.1364,0.54,0.276,0.0896,0,8,8,2.197
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,277.25,0.1818,0.54,0.276,0.0,0,17,17,2.89
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,277.25,0.1212,0.74,0.356,0.1642,0,70,70,4.263
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,278.07,0.1667,0.68,0.344,0.0,2,156,158,5.069
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,278.89,0.1515,0.69,0.36,0.1343,0,117,117,4.771
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,280.53,0.1818,0.55,0.328,0.194,4,40,44,3.807
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,280.53,0.1667,0.51,0.312,0.2836,6,47,53,3.989
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,281.35,0.197,0.44,0.296,0.2537,2,59,61,4.127
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,282.17,0.197,0.37,0.28,0.3881,4,73,77,4.357
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,282.17,0.2121,0.41,0.296,0.2836,5,59,64,4.174
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,282.99,0.2424,0.38,0.296,0.1642,9,59,68,4.234
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,282.17,0.2424,0.41,0.296,0.1045,3,87,90,4.511
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,282.17,0.2273,0.41,0.296,0.1642,4,155,159,5.075
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,281.35,0.2576,0.47,0.308,0.0,5,134,139,4.942
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,279.71,0.197,0.59,0.332,0.0896,3,89,92,4.533
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,280.53,0.2424,0.59,0.344,0.0,0,68,68,4.234
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,279.71,0.2273,0.69,0.372,0.0,4,48,52,3.97
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,279.71,0.2273,0.69,0.372,0.0,2,34,36,3.611
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,280.53,0.2424,0.55,0.328,0.0,1,26,27,3.332
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,280.53,0.2424,0.55,0.328,0.0,3,25,28,3.367
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,279.71,0.197,0.59,0.332,0.0896,2,18,20,3.045
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,279.71,0.197,0.59,0.332,0.0896,0,12,12,2.565
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,279.71,0.2273,0.59,0.332,0.0,1,7,8,2.197
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,279.71,0.2273,0.59,0.332,0.0,0,5,5,1.792
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,279.71,0.2273,0.59,0.332,0.0,0,1,1,0.693
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,278.89,0.1667,0.63,0.336,0.1045,1,2,3,1.386
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,278.89,0.2121,0.63,0.336,0.0,1,9,10,2.398
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,278.89,0.1515,0.63,0.336,0.1343,1,22,23,3.178
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,279.71,0.1818,0.64,0.352,0.1343,2,31,33,3.526
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,280.53,0.197,0.59,0.344,0.1642,2,57,59,4.094
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,281.35,0.197,0.55,0.34,0.2239,18,54,72,4.29
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,282.99,0.2273,0.48,0.336,0.2239,15,74,89,4.5
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,284.63,0.2576,0.38,0.32,0.2985,21,80,101,4.625
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,285.45,0.2879,0.39,0.336,0.2836,26,92,118,4.779
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,286.27,0.3182,0.36,0.336,0.194,21,108,129,4.868
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,287.09,0.3333,0.34,0.34,0.194,33,95,128,4.86
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,286.27,0.303,0.36,0.336,0.2836,29,54,83,4.431
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,285.45,0.2879,0.45,0.36,0.2537,15,69,84,4.443
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,286.27,0.303,0.39,0.348,0.2537,14,60,74,4.317
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,286.27,0.303,0.39,0.348,0.2537,6,35,41,3.738
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,286.27,0.303,0.39,0.348,0.2239,6,51,57,4.06
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,285.45,0.3182,0.42,0.348,0.1045,0,26,26,3.296
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,285.45,0.2879,0.45,0.36,0.2836,5,39,44,3.807
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,283.81,0.303,0.56,0.38,0.0,6,33,39,3.689
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,283.81,0.2727,0.56,0.38,0.1343,4,19,23,3.178
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,283.81,0.2879,0.56,0.38,0.0896,3,13,16,2.833
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,282.17,0.2727,0.69,0.408,0.0,9,6,15,2.773
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,283.81,0.2576,0.56,0.38,0.1642,0,1,1,0.693
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,283.81,0.2576,0.56,0.38,0.1642,1,1,2,1.099
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,283.81,0.2576,0.56,0.38,0.1642,0,1,1,0.693
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,282.99,0.2121,0.56,0.368,0.2985,0,3,3,1.386
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,282.17,0.2121,0.55,0.352,0.2836,0,18,18,2.944
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,282.17,0.2121,0.51,0.336,0.2537,3,29,32,3.497
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,282.17,0.2121,0.51,0.336,0.2836,8,71,79,4.382
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,282.99,0.2273,0.44,0.32,0.2537,23,70,93,4.543
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,282.99,0.2121,0.41,0.308,0.2836,29,75,104,4.654
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,283.81,0.2273,0.35,0.296,0.2985,23,95,118,4.779
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,284.63,0.2727,0.36,0.312,0.2537,22,69,91,4.522
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,283.81,0.2424,0.38,0.308,0.2537,35,78,113,4.736
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,282.99,0.2273,0.38,0.296,0.2239,22,77,99,4.605
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,282.17,0.2121,0.37,0.28,0.2537,23,82,105,4.663
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,281.35,0.2121,0.4,0.28,0.1642,11,56,67,4.22
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,280.53,0.197,0.47,0.296,0.1343,14,47,61,4.127
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,280.53,0.197,0.47,0.296,0.1642,7,50,57,4.06
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,280.53,0.197,0.51,0.312,0.1642,6,22,28,3.367
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,281.35,0.2121,0.49,0.316,0.1343,2,19,21,3.091
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,281.35,0.2273,0.4,0.28,0.1045,0,18,18,2.944
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,281.35,0.197,0.47,0.308,0.2239,1,16,17,2.89
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,281.35,0.197,0.44,0.296,0.194,1,15,16,2.833
375,2011-01-17,1,0,1,2,1,1,0,2,0.18,280.53,0.1667,0.43,0.28,0.2537,0,8,8,2.197
376,2011-01-17,1,0,1,3,1,1,0,2,0.18,280.53,0.1818,0.43,0.28,0.194,0,2,2,1.099
377,2011-01-17,1,0,1,4,1,1,0,2,0.18,280.53,0.197,0.43,0.28,0.1343,1,2,3,1.386
378,2011-01-17,1,0,1,5,1,1,0,2,0.18,280.53,0.197,0.43,0.28,0.1642,0,1,1,0.693
379,2011-01-17,1,0,1,6,1,1,0,2,0.18,280.53,0.1818,0.43,0.28,0.194,0,5,5,1.792
380,2011-01-17,1,0,1,7,1,1,0,2,0.16,279.71,0.1818,0.5,0.296,0.1343,4,9,13,2.639
381,2011-01-17,1,0,1,8,1,1,0,2,0.16,279.71,0.1515,0.47,0.284,0.2239,3,30,33,3.526
382,2011-01-17,1,0,1,9,1,1,0,2,0.16,279.71,0.1515,0.47,0.284,0.2239,8,39,47,3.871
383,2011-01-17,1,0,1,10,1,1,0,2,0.16,279.71,0.1515,0.5,0.296,0.2537,7,50,57,4.06
384,2011-01-17,1,0,1,11,1,1,0,2,0.16,279.71,0.1515,0.55,0.316,0.194,9,55,64,4.174
385,2011-01-17,1,0,1,12,1,1,0,2,0.18,280.53,0.197,0.47,0.296,0.1343,10,70,80,4.394
386,2011-01-17,1,0,1,13,1,1,0,2,0.18,280.53,0.197,0.47,0.296,0.1343,13,80,93,4.543
387,2011-01-17,1,0,1,14,1,1,0,2,0.18,280.53,0.2121,0.43,0.28,0.1045,12,74,86,4.466
388,2011-01-17,1,0,1,15,1,1,0,2,0.2,281.35,0.2121,0.47,0.308,0.1642,21,72,93,4.543
389,2011-01-17,1,0,1,16,1,1,0,2,0.2,281.35,0.2121,0.47,0.308,0.1642,6,76,82,4.419
390,2011-01-17,1,0,1,17,1,1,0,1,0.2,281.35,0.197,0.51,0.324,0.194,4,67,71,4.277
391,2011-01-17,1,0,1,18,1,1,0,2,0.18,280.53,0.1667,0.55,0.328,0.2537,7,85,92,4.533
392,2011-01-17,1,0,1,19,1,1,0,3,0.18,280.53,0.1818,0.59,0.344,0.194,2,58,60,4.111
393,2011-01-17,1,0,1,20,1,1,0,3,0.16,279.71,0.1515,0.8,0.416,0.194,4,29,33,3.526
394,2011-01-17,1,0,1,21,1,1,0,3,0.16,279.71,0.1515,0.8,0.416,0.194,3,24,27,3.332
395,2011-01-17,1,0,1,22,1,1,0,3,0.14,278.89,0.1212,0.93,0.456,0.2537,0,13,13,2.639
396,2011-01-17,1,0,1,23,1,1,0,3,0.16,279.71,0.1364,0.86,0.44,0.2836,1,3,4,1.609
397,2011-01-18,1,0,1,12,0,2,1,2,0.2,281.35,0.1818,0.86,0.464,0.3284,0,3,3,1.386
398,2011-01-18,1,0,1,13,0,2,1,2,0.2,281.35,0.197,0.86,0.464,0.2239,0,22,22,3.135
399,2011-01-18,1,0,1,14,0,2,1,2,0.22,282.17,0.2273,0.8,0.452,0.1642,2,26,28,3.367
400,2011-01-18,1,0,1,15,0,2,1,2,0.22,282.17,0.2273,0.87,0.48,0.1642,3,32,35,3.584
401,2011-01-18,1,0,1,16,0,2,1,2,0.22,282.17,0.2273,0.87,0.48,0.194,0,61,61,4.127
402,2011-01-18,1,0,1,17,0,2,1,2,0.22,282.17,0.2273,0.82,0.46,0.194,1,124,125,4.836
403,2011-01-18,1,0,1,18,0,2,1,2,0.22,282.17,0.2273,0.8,0.452,0.1642,1,132,133,4.898
404,2011-01-18,1,0,1,19,0,2,1,2,0.22,282.17,0.2273,0.8,0.452,0.1343,1,98,99,4.605
405,2011-01-18,1,0,1,20,0,2,1,2,0.22,282.17,0.2727,0.87,0.48,0.0,0,83,83,4.431
406,2011-01-18,1,0,1,21,0,2,1,2,0.22,282.17,0.2424,0.93,0.504,0.1045,0,41,41,3.738
407,2011-01-18,1,0,1,22,0,2,1,2,0.22,282.17,0.2576,0.93,0.504,0.0896,0,33,33,3.526
408,2011-01-18,1,0,1,23,0,2,1,2,0.22,282.17,0.2727,0.93,0.504,0.0,1,19,20,3.045
409,2011-01-19,1,0,1,0,0,3,1,2,0.22,282.17,0.2727,0.93,0.504,0.0,0,3,3,1.386
410,2011-01-19,1,0,1,1,0,3,1,3,0.22,282.17,0.2273,0.93,0.504,0.1343,1,6,7,2.079
411,2011-01-19,1,0,1,2,0,3,1,3,0.22,282.17,0.2273,0.93,0.504,0.1343,0,3,3,1.386
412,2011-01-19,1,0,1,4,0,3,1,3,0.22,282.17,0.2273,0.93,0.504,0.1343,1,1,2,1.099
413,2011-01-19,1,0,1,5,0,3,1,2,0.22,282.17,0.2576,0.93,0.504,0.0896,0,7,7,2.079
414,2011-01-19,1,0,1,6,0,3,1,2,0.22,282.17,0.2576,0.93,0.504,0.0896,0,32,32,3.497
415,2011-01-19,1,0,1,7,0,3,1,2,0.24,282.99,0.2576,0.92,0.512,0.1045,1,89,90,4.511
416,2011-01-19,1,0,1,8,0,3,1,2,0.24,282.99,0.2576,0.93,0.516,0.1045,1,196,197,5.288
417,2011-01-19,1,0,1,9,0,3,1,2,0.24,282.99,0.2576,0.93,0.516,0.1045,2,107,109,4.7
418,2011-01-19,1,0,1,10,0,3,1,2,0.26,283.81,0.2727,0.93,0.528,0.1343,1,46,47,3.871
419,2011-01-19,1,0,1,11,0,3,1,2,0.28,284.63,0.303,0.87,0.516,0.0896,5,47,52,3.97
420,2011-01-19,1,0,1,12,0,3,1,2,0.3,285.45,0.3182,0.81,0.504,0.0896,5,65,70,4.263
421,2011-01-19,1,0,1,13,0,3,1,1,0.4,289.55,0.4091,0.62,0.488,0.2836,11,67,78,4.369
422,2011-01-19,1,0,1,14,0,3,1,1,0.4,289.55,0.4091,0.58,0.472,0.2537,7,68,75,4.331
423,2011-01-19,1,0,1,15,0,3,1,1,0.4,289.55,0.4091,0.54,0.456,0.2836,4,78,82,4.419
424,2011-01-19,1,0,1,16,0,3,1,1,0.38,288.73,0.3939,0.58,0.46,0.3881,10,94,104,4.654
425,2011-01-19,1,0,1,17,0,3,1,1,0.36,287.91,0.3333,0.57,0.444,0.3284,7,190,197,5.288
426,2011-01-19,1,0,1,18,0,3,1,1,0.34,287.09,0.3182,0.61,0.448,0.2836,5,156,161,5.088
427,2011-01-19,1,0,1,19,0,3,1,1,0.32,286.27,0.2879,0.57,0.42,0.4179,4,108,112,4.727
428,2011-01-19,1,0,1,20,0,3,1,1,0.32,286.27,0.303,0.49,0.388,0.2985,2,74,76,4.344
429,2011-01-19,1,0,1,21,0,3,1,1,0.32,286.27,0.2879,0.49,0.388,0.4179,4,55,59,4.094
430,2011-01-19,1,0,1,22,0,3,1,1,0.3,285.45,0.303,0.52,0.388,0.1642,6,53,59,4.094
431,2011-01-19,1,0,1,23,0,3,1,1,0.3,285.45,0.2727,0.52,0.388,0.4627,1,27,28,3.367
432,2011-01-20,1,0,1,0,0,4,1,1,0.26,283.81,0.2273,0.56,0.38,0.3881,5,8,13,2.639
433,2011-01-20,1,0,1,1,0,4,1,1,0.26,283.81,0.2727,0.56,0.38,0.0,2,3,5,1.792
434,2011-01-20,1,0,1,2,0,4,1,1,0.26,283.81,0.2727,0.56,0.38,0.0,0,2,2,1.099
435,2011-01-20,1,0,1,3,0,4,1,1,0.26,283.81,0.2576,0.56,0.38,0.1642,0,1,1,0.693
436,2011-01-20,1,0,1,4,0,4,1,1,0.26,283.81,0.2576,0.56,0.38,0.1642,0,1,1,0.693
437,2011-01-20,1,0,1,5,0,4,1,1,0.24,282.99,0.2273,0.6,0.384,0.2239,0,6,6,1.946
438,2011-01-20,1,0,1,6,0,4,1,1,0.22,282.17,,0.6,0.372,0.2239,0,35,35,3.584
439,2011-01-20,1,0,1,7,0,4,1,1,0.22,282.17,0.2121,0.55,0.352,0.2239,1,100,101,4.625
440,2011-01-20,1,0,1,8,0,4,1,1,0.22,282.17,0.2121,0.55,0.352,0.2836,2,247,249,5.521
441,2011-01-20,1,0,1,9,0,4,1,2,0.24,282.99,0.2273,0.52,0.352,0.2239,3,140,143,4.97
442,2011-01-20,1,0,1,10,0,4,1,1,0.26,283.81,0.2273,0.48,0.348,0.2985,1,56,57,4.06
443,2011-01-20,1,0,1,11,0,4,1,2,0.28,284.63,0.2727,0.45,0.348,0.1642,5,63,68,4.234
444,2011-01-20,1,0,1,12,0,4,1,2,0.3,285.45,0.3333,0.42,0.348,0.0,7,77,84,4.443
445,2011-01-20,1,0,1,13,0,4,1,2,0.28,284.63,0.2879,0.45,0.348,0.1045,12,86,98,4.595
446,2011-01-20,1,0,1,14,0,4,1,2,0.3,285.45,0.303,0.45,0.36,0.1343,6,75,81,4.407
447,2011-01-20,1,0,1,15,0,4,1,2,0.32,286.27,0.3182,0.45,0.372,0.194,8,62,70,4.263
448,2011-01-20,1,0,1,16,0,4,1,2,0.3,285.45,0.303,0.49,0.376,0.1343,8,83,91,4.522
449,2011-01-20,1,0,1,17,0,4,1,2,0.3,285.45,0.3182,0.49,0.376,0.1045,8,207,215,5.375
450,2011-01-20,1,0,1,18,0,4,1,2,0.26,283.81,0.2576,0.56,0.38,0.194,1,184,185,5.226
451,2011-01-20,1,0,1,19,0,4,1,1,0.26,283.81,0.2273,0.56,0.38,0.3284,6,146,152,5.03
452,2011-01-20,1,0,1,20,0,4,1,2,0.26,283.81,0.2424,0.6,0.396,0.2836,2,124,126,4.844
453,2011-01-20,1,0,1,21,0,4,1,2,0.24,282.99,0.2273,0.6,0.384,0.2537,3,54,57,4.06
454,2011-01-20,1,0,1,22,0,4,1,2,0.24,282.99,0.2121,0.65,0.404,0.2836,0,56,56,4.043
455,2011-01-20,1,0,1,23,0,4,1,2,0.24,282.99,0.2121,0.65,0.404,0.3284,3,28,31,3.466
456,2011-01-21,1,0,1,0,0,5,1,2,0.24,282.99,0.2273,0.7,0.424,0.2537,1,20,21,3.091
457,2011-01-21,1,0,1,1,0,5,1,2,0.24,282.99,0.2273,0.7,0.424,0.2537,0,6,6,1.946
